이름,도로명주소,Latitude,Longitude,구
권이파킹 남산파출소 공영주차장,서울 중구 회현동1가 산 1-2,37.5546632,126.9827338,중구
광희지구대,서울 중구 퇴계로 375-1,37.5652432,127.0133851,중구
약수지구대,서울 중구 동호로5길 15,37.5521517,127.0123555,중구
을지지구대,서울 중구 퇴계로49길 13 1층~3층,37.5630721,127.0001526,중구
광희지구대 남녀 1 개방화장실,서울 중구 퇴계로 375,37.5656472,127.0130478,중구
서울역파출소,서울 중구 통일로 15,37.5562987,126.9718126,중구
명동파출소,서울 중구 명동길 30,37.5635808,126.983966,중구
태평로파출소,서울 중구 다동길 11,37.5680342,126.9800551,중구
장충파출소,서울 중구 동호로 261,37.5588159,127.0048761,중구
"을지지구대 남1층, 여1층 개방화장실",서울 중구 퇴계로49길 13,37.5630721,127.0001526,중구
세종로파출소 교통정보센터,서울 중구 세종대로 141 2층,37.5689364,126.9764239,중구
남대문파출소 개방화장실,서울 중구 남대문시장4길 28-16,37.5594216,126.9762398,중구
세종로파출소 개방화장실,서울 중구 세종대로 141,37.5689364,126.9764239,중구
서울역파출소 대여소,서울 중구 봉래동2가 124,37.5571241,126.9717569,중구
남산파출소 노상공영주차장,서울 중구 회현동1가 산 1-16,37.5551619,126.9827748,중구
서소문파출소,서울 중구 서소문로 131-1,37.5638544,126.975449,중구
충무파출소,서울 중구 퇴계로 178,37.5608522,126.9915765,중구
중화지구대 개방화장실,서울 중랑구 중랑천로 146,37.5979964,127.0722033,중랑구
면목본동파출소 개방화장실,서울 중랑구 상봉로 27,37.5882137,127.0939012,중랑구
상봉파출소,서울 중랑구 중랑천로 69,37.5913362,127.0728434,중랑구
면목삼팔파출소,서울 중랑구 사가정로41길 45,37.5831943,127.0841512,중랑구
상봉파출소 개방화장실,서울 중랑구 중랑천로 69,37.5913362,127.0728434,중랑구
용마지구대,서울 중랑구 동일로 566,37.5799415,127.0810446,중랑구
망우지구대 개방화장실,서울 중랑구 망우로 391,37.5990933,127.0956749,중랑구
서울중랑경찰서 교통정보센터,서울 중랑구 동일로 849 1-2층,37.6062536,127.0782668,중랑구
중랑경찰서시민경찰,서울 중랑구 면목동 1503-4,37.5911116,127.0859017,중랑구
용마지구대 B 대여소,서울 중랑구 면목동 168-2,37.5799415,127.0810446,중랑구
먹골파출소,서울 중랑구 숙선옹주로7길 1,37.6146259,127.0815386,중랑구
봉화지구대,서울 중랑구 신내로 177,37.614796,127.0955609,중랑구
면목본동파출소,서울 중랑구 상봉로 27,37.5882137,127.0939012,중랑구
봉화지구대 개방화장실,서울 중랑구 신내로 177,37.614796,127.0955609,중랑구
망우지구대 대여소,서울 중랑구 망우로 400,37.5987098,127.0966238,중랑구
망우지구대,서울 중랑구 망우로 391,37.5990933,127.0956749,중랑구
용마지구대 A 대여소,서울 중랑구 동일로 555,37.579957,127.0792828,중랑구
면목삼팔파출소 개방화장실,서울 중랑구 사가정로41길 45,37.5831943,127.0841512,중랑구
중화지구대,서울 중랑구 중랑천로 146,37.5979964,127.0722033,중랑구
먹골파출소 개방화장실,서울 중랑구 숙선옹주로7길 1,37.6146259,127.0815386,중랑구
